cid_model,pid_model
176054,9224
96032,3569
173920,16573
80045,5285
8970,1848
12061,6155
174805,6664
28058,5138
123369,7190
37661,14496
44355,14664
24340,17433
128041,17724
23969,16159
56449,1890
174610,1748
4387,14030
167414,10464
103112,1864
69552,17311
62970,1376
164084,10860
120935,4795
42369,3384
126649,1229
156643,17290
77238,15216
71668,14620
6952,7076
24340,13747
160027,7373
17583,3659
177065,8284
127685,7481
118667,417
47250,17409
12508,5253
31493,17526
90456,4538
158503,586
80233,6967
153625,16971
123369,3492
146058,9155
97995,2609
61583,5738
54802,18125
146058,2590
64576,15566
66704,8787
55003,13897
20033,13603
128864,8027
158503,15550
886,12882
133163,10655
37411,9055
145654,10923
97995,213
6606,10418
181989,1478
117392,10747
156643,14513
77238,9420
117799,18080
151008,16619
4387,11315
166151,38
65424,4799
56963,15165
97771,17901
74153,14728
59499,8025
32890,7944
57893,16845
60840,15004
37709,1083
61325,18092
12508,9942
139785,7629
116287,14481
152780,15798
78862,12270
97096,1803
128041,2567
119536,2511
161127,5452
17302,2889
90456,16877
141042,14122
26808,10664
79963,12135
78862,1480
4387,14334
173996,5721
57815,6079
64576,13882
77993,7448
102228,27
66704,6183
17583,531
60840,14780
165885,11343
9300,265
128164,10782
101402,13092
56416,17406
173996,17590
119536,10280
156643,604
135534,15847
61325,9947
7108,17138
181989,1882
26808,1542
117026,14411
115872,13211
59499,11447
26808,1222
56121,14365
11931,17764
151008,12629
70330,10316
6511,8777
117229,10531
28229,2005
80233,13511
118203,12107
61583,14635
63684,15893
82408,18277
44355,8729
4606,17000
52228,13269
176563,6505
80233,962
174805,4538
56449,3496
92860,1476
36777,16607
135534,17311
61180,6881
124784,8470
1083,8603
173752,14230
80233,9928
79918,12924
26808,9226
29703,10410
51159,4787
61180,5066
57893,8375
26808,12789
37661,10156
6606,6563
97771,5646
80233,8948
97096,623
42865,11055
117229,1807
135479,3229
111931,6526
117392,10017
10558,6424
173752,12685
173752,8448
120851,6048
167414,14917
120935,2948
4606,16875
80045,5577
88743,12593
168763,2653
42369,1111
9449,8648
82408,1215
9400,8080
120935,589
169866,17688
70330,1591
97995,7584
32662,5042
182827,2367
144707,10403
118203,14448
90456,15528
139785,13504
57815,17364
115988,10114
5425,12212
120935,9959
90456,8051
74355,2421
132740,15711
85093,12990
151325,16498
151268,14152
117392,11862
134046,16199
65424,13689
178121,15228
42865,846
73011,17997
23127,351
144522,3081
7108,11694
4822,2882
48235,11856
127685,451
5425,13282
124784,1304
117229,6506
137311,10721
77993,3508
97995,7192
81597,1612
56416,3202
856,17740
91059,4811
47250,16533
38336,3077
97096,13164
32723,15196
42865,16242
26808,10267
130461,5267
116287,1587
32896,14426
9400,10281
24340,15162
117799,15060
159403,15057
16896,14206
164036,14792
26085,10681
135479,6931
18087,15567
80233,7720
156097,12661
68527,17893
57822,11888
5425,133
21912,9224
173752,17289
85089,10030
156643,9628
145654,7717
76594,13544
38336,2477
97096,14367
26085,5804
81597,14351
32723,1693
886,8458
85093,17081
51159,1071
66800,16371
127865,13562
142682,6995
173752,6028
5427,1533
52228,10002
119522,10923
108028,23
101402,14093
151268,15999
9995,1798
108028,6519
59499,5456
146488,3947
9995,14116
116391,17825
179600,15124
17315,10286
89934,17730
133183,3856
124784,4435
6952,13807
126649,889
160027,11283
118203,4821
158490,13314
31493,7096
9400,8603
37661,18187
179600,13007
142682,14486
37709,17017
29458,16070
147815,14965
159403,3019
31718,12283
173747,2185
54802,8224
179567,3108
81597,14936
126095,17270
36777,7563
32662,1238
176054,902
78862,4787
119536,15887
176054,18193
65424,17917
31493,18039
12508,9043
146575,4654
85093,4065
37709,10975
159403,1126
143122,2258
120404,3323
108028,14973
169581,14324
32890,7318
158490,1340
104346,566
179600,9861
620,15785
143122,13685
133183,13738
57815,11098
144825,7892
173920,1780
118667,11651
56121,424
6606,9391
115872,11905
128041,12179
117392,3229
158503,14640
179567,227
76594,7169
10490,11982
32890,9322
173752,11118
620,10498
118044,4827
85089,5834
121597,11067
80233,7817
158503,3962
180767,11625
17583,12539
6952,16658
176563,7402
57822,2305
165979,17994
6952,15147
4417,11334
102228,9331
115872,12013
173996,2893
44355,2775
169581,7203
169321,14344
158490,13141
135479,3930
16057,4188
115872,16369
128041,7190
80045,10108
118667,11601
117799,7121
17302,15909
165979,1022
180767,16496
116391,13627
19436,13064
144522,10295
94897,14403
154485,14867
81597,8991
77993,4759
61180,16511
65585,16619
64576,7214
105545,12086
58447,4188
134046,13791
6511,5094
180767,1391
29703,9903
133183,12430
154485,10853
116168,14873
158503,7853
12061,7241
108028,13482
43143,8740
141303,9943
38782,15594
161127,6990
139582,5720
180767,9102
141303,13650
9995,17229
77238,8748
99161,15019
24340,3651
19436,18139
117026,16163
31493,15346
17583,16169
113974,13755
17302,15342
128864,6436
116168,9673
152780,11577
31493,15998
130461,18023
53511,13437
23969,16451
63684,18180
132740,4446
88743,15600
74153,4937
72731,16835
28058,10983
50492,2142
57815,17109
51159,12712
1083,13624
136269,11282
180920,7985
140540,8285
146575,10082
5425,2146
128864,73
57893,10741
111016,4545
62482,8853
9300,7573
42369,1736
128864,7186
90456,6091
117026,14119
132740,5021
4606,13992
37411,7443
10558,2646
136269,9920
134046,9379
9449,3452
173996,4685
130461,14518
77238,15247
37661,3803
65424,14772
64576,17932
121711,8491
121711,2098
18101,16119
113974,6447
38782,11806
176054,1319
4822,18176
60530,17537
176251,14823
140540,10524
31718,4350
72731,11192
141303,16277
130461,7786
4387,4429
144707,14396
119522,6519
140540,2516
51110,7328
131279,11418
92860,11248
4822,12040
144707,16926
18087,9055
32662,5265
57822,14993
56416,2735
160027,11121
52228,573
182827,15531
4606,2966
169866,2872
164680,14917
159403,13173
31718,11847
165885,10882
75325,8122
56963,17293
72731,8792
131279,6078
146058,12765
111016,16306
43621,6556
173996,7446
53896,17697
38782,6375
147815,12190
151008,6531
17302,15635
176054,3554
4387,17022
24340,6303
18101,5455
103240,1052
71668,15923
29703,9315
75889,9577
54770,15791
173752,6405
6952,1212
168763,4207
68527,9179
133163,14241
91173,954
131279,15919
79918,304
9400,13183
145654,108
9300,4211
147815,10644
61239,8338
139582,12936
115872,11858
115872,109
177065,6883
9995,14000
27963,12900
104346,6515
54770,17855
25558,4386
147893,15942
9400,17078
72731,7807
151008,4931
147969,7704
75889,4096
68195,18187
151268,2057
101402,3964
132740,5455
18087,16417
11931,3292
120404,11629
154485,11271
7108,14447
104856,5747
177065,10638
75889,12465
139448,1655
6511,17405
10490,15742
10490,1463
55003,10914
116391,16886
52228,15754
620,5735
123369,3957
161127,14139
102228,15390
60840,15376
102070,17433
176251,14577
1083,14091
166151,15255
146163,6072
61583,6390
64576,16079
61180,13813
56449,14951
77993,6730
60530,15472
97771,1681
89934,15879
60295,17484
181989,3732
9300,17614
139582,927
56416,13020
144522,17079
117392,6073
168538,6919
82408,3731
156643,11419
102070,4399
63684,12798
80233,6790
144522,5643
139448,3894
56449,13061
115988,4295
181989,7985
69552,4065
82408,16430
116287,7071
173996,7096
6606,13878
179600,8632
81597,1838
82408,1879
160027,13406
164680,9665
176563,18103
11931,16861
89934,15133
125625,8146
77993,15492
151268,3270
32723,13444
43621,17952
94897,15201
53584,10315
60530,14012
177065,1220
102228,10992
169581,8676
176563,14591
99161,9333
118667,10708
121711,7203
28229,11470
177065,16053
128041,16608
144707,9765
80233,1012
146163,478
99161,16999
121597,9655
51110,15224
32896,4589
9400,7238
125625,8550
88743,17497
126095,1406
856,14953
28229,8208
170564,9672
79918,3458
61180,6374
118667,11762
9400,4043
111016,10951
26085,1112
54802,15686
59499,17439
90456,2931
135534,17335
856,10085
103112,3303
74355,1921
90456,12887
111931,16513
6952,13149
15007,11837
170564,5844
17315,2096
75325,12897
159403,10188
58259,15188
71668,17617
173752,8821
141042,7436
6952,11463
78862,16563
17583,2595
54802,17917
145654,6160
147893,3747
117229,5664
50492,14792
135534,9980
126649,2949
150372,2036
104856,2511
9995,4589
56121,18133
139448,9027
53896,5924
886,15452
161127,3818
135534,668
169866,13330
64576,5383
118667,13866
64576,60
165979,13675
5427,480
133183,158
74779,14672
52228,10179
36777,99
26808,6354
118203,784
174805,6100
51159,17403
121711,3669
66800,4306
89934,9290
9300,1950
173747,7545
31718,1633
103240,4768
53584,15686
79918,2795
139582,6628
38782,11033
132740,18254
177065,17956
104346,607
147893,3332
139448,5734
125625,13913
47250,852
6606,4548
108028,16848
118667,17543
60840,8760
53584,3856
47250,5259
66704,9197
4606,10371
179600,11848
154485,3048
127865,8090
117799,2700
16896,9692
24340,3291
159403,17895
60840,13794
142682,5967
134046,4256
29458,5608
82408,7273
57822,11794
21912,17875
9300,2110
9400,13810
58447,18007
145654,8796
64576,9239
81597,4460
53511,15354
68195,1957
57893,17550
161127,2520
66800,15356
26808,5349
75889,8847
116168,9717
56963,3148
4387,12469
144522,5700
32723,17034
127685,13955
97096,11406
178121,6880
29703,8582
44355,10516
124784,7260
79645,15356
146575,13295
180767,9302
44355,8276
60840,6383
61180,762
58447,12765
174610,4658
38782,16990
94897,2284
47250,10050
65585,14296
140540,9783
60530,2883
146058,2928
104856,6205
60840,6469
20033,3839
25558,2678
68195,13080
156643,15000
126649,4892
56963,11715
118203,5090
182827,4884
7845,5903
158503,722
58259,14619
17583,701
51159,14667
5427,11622
173920,9020
9300,8000
161127,7280
120404,14174
5425,2473
115872,5142
151008,15784
165885,7278
63684,3509
146488,13059
144825,17955
21912,6788
8970,7896
36777,1567
173996,6617
61583,9195
160027,18122
135479,1915
127865,1601
18101,12161
164084,160
56963,15844
73011,4052
51159,13535
856,12316
60295,6716
146058,10326
4606,16679
152780,2542
130461,3396
53584,848
71668,5169
24340,15191
61583,6871
61180,9346
133163,3890
17302,6155
143122,2563
135479,13778
130461,8387
29703,3074
4387,5316
61583,8661
147969,4816
61583,14298
8970,17357
127865,7930
142682,11305
65585,8542
89934,3773
118203,14962
121711,11043
117392,9773
96032,209
111931,3081
159403,2404
101402,13408
179567,8887
74153,3674
16057,4270
115872,2038
68195,9632
174805,17484
24340,7436
61583,558
65424,515
32890,1938
128041,6827
63684,7892
6511,8302
10490,5645
121597,7668
169866,13287
130461,7018
43621,9887
61180,17493
62482,16183
26808,1112
61325,8448
164084,6306
151008,8735
147815,12882
4417,1354
113974,17782
68195,16659
57815,18261
169581,6072
6606,3350
127422,15058
174805,13170
47250,4617
8970,10128
82408,7406
17302,13974
77238,6025
32662,12172
141303,16324
150372,7836
165885,7976
56449,4387
173747,9060
79963,12583
26808,12900
101402,13509
56449,865
12508,16485
4606,7985
6952,9301
164084,9821
74153,3507
145654,7265
54802,14078
118203,6865
111016,18021
139785,17630
178121,6339
42865,4150
117026,2817
54802,1629
38782,3324
169581,4958
102070,12460
144522,2316
37661,7783
156097,15984
113974,4654
102070,12748
61180,12517
139785,13115
27963,9240
147969,8681
132740,6108
139785,16694
160027,799
174610,4812
65424,18170
92217,7107
173752,17783
80045,14553
42865,6360
57815,8287
174610,14418
156643,9882
146058,3769
134579,3768
128164,7568
97771,15236
64576,17495
121711,17729
115872,11126
152780,3331
80045,17284
89934,18257
139785,4178
32890,4148
92860,9661
18101,7875
180767,10475
116391,7704
174805,15923
21912,3630
56963,3931
150372,2727
43621,2039
123369,17899
19436,15753
173752,15836
126095,15784
12061,17910
85093,14312
25558,15112
108028,1978
57815,2615
16896,14101
53896,2068
29703,762
142682,15188
118203,10967
124784,8792
174805,2882
79963,16743
7845,13320
1083,15382
57815,15458
68195,596
179567,8351
120404,3406
141042,11547
135479,5906
38336,9890
145654,2736
19436,14444
103112,414
64576,8567
133163,2724
59499,3498
133163,14237
147893,6824
73011,4386
54802,15217
139448,9423
6606,9064
116287,11966
146163,7563
151268,12183
8970,6190
43143,13076
147893,5211
181989,15106
164036,17926
99161,9474
179600,14741
127865,5535
124784,8080
165885,15989
127422,286
62482,8818
117026,10130
74779,13091
32723,837
4606,10030
116287,2634
113974,17044
161127,3155
120404,4287
105545,541
73011,12128
169581,3943
119536,9928
176251,5104
179600,10749
124784,5851
43143,6559
36777,15770
10490,9125
88743,10929
176251,18263
174610,16039
165979,6304
173996,13432
85093,5329
156097,10036
5427,1993
144707,6139
6606,5362
75325,1883
147815,14806
69552,1823
60530,620
173752,1575
44355,1418
886,7621
9995,6692
31493,2007
169866,11599
65585,1181
53896,14518
117229,7253
4417,1034
12508,14792
179600,8116
37411,2960
168538,6179
169321,13210
153625,7615
44355,16854
139448,17884
26808,6820
82408,5815
58447,8103
88743,7067
89934,8327
51110,5909
177065,10066
91059,10517
168763,9800
145654,7562
121711,2370
37661,9329
116287,9532
64576,14258
105545,2668
60295,15384
182827,11747
16896,11447
91059,1480
28229,12747
103240,16827
27376,9098
51110,7637
94897,9188
81597,1171
156097,7032
50492,13383
60530,1853
104346,270
115988,16053
74779,13827
139448,805
53896,3826
56121,16539
20033,565
139448,12009
48235,5250
56963,9718
92860,8634
104856,14435
21004,8499
143122,12517
52695,12934
51110,9880
176563,13271
85089,4946
9300,9577
161127,16626
174610,6881
120935,17360
32723,3221
128041,9239
85093,7962
71668,3761
75889,13652
26808,13061
137311,3365
12508,303
28229,1942
38336,8609
51110,4695
31493,202
66800,11067
127865,13220
94897,14599
152780,14233
82408,5889
74355,14885
120404,1510
89934,5139
15007,7234
62482,13127
16057,17612
170564,4699
123369,2525
177065,6830
152780,5573
117026,11171
115872,3839
182827,3058
38336,13446
17315,2928
174805,10700
62970,980
68527,12260
124784,5250
167414,9401
180767,2038
16896,18172
32723,15757
5425,7616
56449,14008
102228,13377
142682,6277
118667,11602
4417,9717
29458,4264
89934,13705
32723,5057
56121,12642
21912,16048
104346,5843
72731,7133
135534,9635
64576,2044
68527,6305
116287,256
53896,11206
146488,7108
135534,14330
11931,1522
66800,16460
117026,8524
50492,4779
179567,15263
141042,9455
77993,9495
141042,1482
27376,3313
53511,3401
48235,2417
119522,13358
71668,9109
32896,13503
16896,12517
37661,8683
6606,13459
127865,6848
127422,10795
81597,14400
133163,18275
12508,16390
102070,17467
144707,14868
37709,7297
151008,7213
36777,15996
77238,17069
133183,5394
16057,17772
85093,672
116391,607
7108,3715
89934,2678
82408,3573
120404,7764
26808,9474
51110,7867
127865,7188
116391,13322
75325,15982
63684,4882
128164,316
136269,14490
65585,12915
70330,16314
81597,13843
74355,6092
125625,10811
38336,1332
177065,6465
36777,15995
12061,5050
27963,10702
20033,8651
60295,16142
88743,13669
125625,12870
144825,722
37411,7580
106501,4606
123369,7695
178121,16731
61239,2222
142682,15217
24340,6219
179600,18041
164036,16549
156643,4887
134579,5158
74153,4231
111016,3900
65424,6268
25558,4665
140540,12746
121711,2113
25558,3443
152780,4964
158490,13100
53511,11585
19436,17905
180767,16963
32896,1761
85089,5483
116168,18238
150372,1916
4606,964
16057,2244
176054,13909
53896,3817
68527,4483
60295,14181
103112,13696
167015,16149
101402,3182
159403,2453
16057,14169
92860,6481
75325,1458
61239,8872
97096,3214
97995,10727
139448,3539
97096,4718
32896,15034
74779,10259
173996,12193
146488,3807
54802,13538
181989,8274
16896,12209
106681,3955
886,10234
120404,14643
38336,18095
65424,6698
620,16895
85093,16051
108028,12868
26085,932
15880,5927
65424,4433
111016,10320
179940,8970
37411,10050
158503,4398
4606,8638
104856,12522
66800,5382
68527,1696
77993,1425
154485,14761
104346,3197
174610,1112
106681,12107
146163,8506
147815,16127
139448,17071
91059,13196
174610,15379
78862,8985
141042,17943
140540,7862
105545,459
7108,14025
57893,4884
81597,14046
32896,869
120851,16111
58259,12759
42865,863
146058,477
68527,18054
52228,10574
147815,12365
169866,15120
139448,14122
44355,16842
10558,9065
177065,13604
117026,1129
47250,10510
167015,7438
139448,5846
10558,5738
158490,1651
62482,5261
168538,4470
4417,544
62970,2328
21004,12561
85089,16111
156643,12149
80045,16624
130461,15371
121711,12489
37411,13453
65424,11630
151008,15646
164680,4699
169866,3118
51110,1515
139448,14550
151008,17304
886,9940
108028,17068
99161,16692
156097,1241
62482,3054
25558,10111
164680,1898
147815,12936
28058,14884
68195,14351
32896,15390
77238,13772
18087,209
12508,15685
117392,6867
128041,8653
85089,2778
156643,5814
94897,13443
81597,10490
26085,12748
886,3531
102228,13675
15007,7203
102228,9869
82408,15966
55003,15431
103240,12646
50492,18077
69552,2606
169866,4197
115872,4670
147893,5768
113974,14096
6511,34
18087,6029
27963,16641
88743,7120
53511,16899
104346,17315
146163,301
4387,15927
127685,2018
168538,225
130461,14764
69552,11173
173747,18002
135479,16719
165979,8284
156643,2549
15007,9011
42865,661
85089,16944
126649,12342
62482,15627
116168,17264
119536,12725
158503,17571
104856,2124
4606,2478
20033,12642
156097,17180
5427,17578
53584,16744
124784,15991
173996,8881
4822,14909
29458,1272
4822,9143
61325,10666
108028,13990
174610,4873
176563,10682
120935,5518
56121,5550
15880,1739
170564,14393
113974,5633
19589,12237
57822,11079
23127,709
108028,11309
167015,10867
79963,15633
123369,10885
57815,8843
79918,4560
27963,7184
85093,8070
37709,10520
139448,8400
62482,7088
116391,8006
856,5146
118667,4754
64576,7971
61583,7563
18087,9386
43621,16641
111016,16631
32723,3709
142682,17749
9400,16012
176054,8088
104856,3117
168763,16961
145654,9946
9400,12299
4387,540
26085,17933
91173,7852
153625,13522
158490,7541
111016,4414
66704,2702
164036,7449
75325,3231
144522,17788
164353,1563
119522,1349
16057,7891
111016,6470
16057,1329
16896,11251
174610,14070
10558,13750
164084,8000
62970,305
151268,7625
103240,17774
116287,15564
56121,5470
74779,11527
147815,13651
166151,15456
43621,13623
69552,13892
50492,5144
176563,10276
168538,14925
118044,16828
146163,16317
72731,3670
57822,11164
103112,9980
32890,5374
68527,3797
139785,11577
120935,12596
91173,5704
139785,13196
23127,14548
117026,351
68527,14160
117392,9196
154485,1655
55003,2529
56449,12029
58259,10598
169581,16883
154485,3369
32723,12216
164084,4847
75889,6220
141042,1968
164084,17039
96032,10295
19589,1455
179600,15047
92217,2456
97771,13351
146575,1517
88743,10250
116391,14024
60840,5379
5427,17416
76594,16858
128041,6048
167015,8444
182827,14924
158503,12283
38336,6110
11931,3687
74153,4184
173996,7553
31718,10794
43621,3159
42369,403
74779,1905
140540,4564
179567,4961
18087,16155
9400,13465
106501,13453
18087,647
134046,7096
62970,5357
167414,8624
44355,591
168763,11871
61325,12517
60840,2173
80045,9069
116168,573
56121,2366
5425,16169
36777,3455
63684,17093
37661,2482
181989,17050
6952,4928
179940,1076
126095,7852
169866,2305
37661,4690
88743,5526
74779,17688
6511,13802
126095,8519
21004,1482
77238,13802
620,6180
176563,14090
18101,6657
142682,11054
70330,10812
5425,11765
141042,3993
158503,8435
51110,10593
167015,6616
73011,9341
181989,1756
42865,8194
173747,14139
886,14294
65585,3939
56121,11665
6606,13806
63684,7831
145654,6891
18087,2476
102228,1091
117799,11344
108028,17682
44355,11956
7108,11802
111016,14611
27963,14184
6952,16022
142682,11443
179940,7078
103240,10036
82408,7986
146488,1174
82408,12119
6511,239
146058,2456
119536,9546
71668,9243
51110,267
102070,9396
6511,7501
179567,10764
164353,8555
82408,9739
71668,16969
62482,16246
66800,11715
135479,15699
55003,5961
24340,14941
164680,12105
5425,2013
153625,5203
37411,6153
24340,2090
7845,1736
142682,1336
53896,5628
56963,17994
144522,11451
61180,15366
19436,2321
1083,3716
4606,12540
43621,12168
42369,11501
47250,7143
156643,14330
60840,6252
116287,9784
151268,2312
10490,10240
5425,5613
62482,9152
6511,8249
76594,8090
173752,4791
150372,7484
146575,506
32890,14690
90456,3628
119522,791
102070,2088
137311,6655
31718,8340
120935,1052
4822,3042
140540,4025
4417,15320
139582,1257
142682,7641
26808,13954
181989,9386
61325,1111
12508,17530
44355,17550
74779,12815
9300,4165
159403,7407
23127,16564
120935,9884
166151,17057
179600,5073
141303,6560
17315,5710
102070,13118
92860,7183
174610,13840
151325,12760
31718,7136
182827,13937
92860,17095
17302,9931
178121,6332
128041,13432
178121,5595
135534,5904
179940,797
108028,4905
57822,6490
52228,8078
167414,16549
161127,9371
164353,8557
165979,2556
48235,5858
32890,13363
9400,1948
61180,13830
103240,14472
135479,12377
32890,14718
137311,13148
6606,10235
143122,9179
174610,4713
72731,4474
76594,10112
51110,12514
53584,10237
156097,5557
117799,10682
111931,14304
16896,14302
173752,13176
56963,15791
68527,5075
120404,14796
61583,8809
125625,16743
164036,9445
154485,7866
128164,17657
90456,5311
153625,1041
55003,1080
124784,16730
10490,4937
37411,13750
179940,1321
15880,4309
168763,17111
4822,771
56449,6283
176251,16608
94897,18041
168763,16175
79645,12000
141303,5444
97995,8127
44355,7617
139448,4593
147893,15906
176563,4000
121711,6739
179567,16791
115988,12250
75325,18007
141303,128
174805,13562
27963,8357
32662,17006
160027,10457
116391,17407
177065,18058
19589,5579
106681,10256
54802,1700
74779,15829
66800,11280
79918,8799
886,17175
151268,9981
31718,4386
131279,16263
10558,14382
7108,862
42369,3008
28229,1861
12061,2804
133183,15647
7845,11608
47250,3051
102228,13151
59499,14625
71668,9330
79918,14582
66704,4250
144825,4532
48235,17724
80233,9828
151008,1961
104346,2883
8970,8238
64576,10868
118203,4095
20033,968
159403,7023
144707,6981
136269,6571
117229,12707
27963,3692
62970,7674
141042,13346
179940,12522
44355,14049
5427,10902
128164,16001
169321,16989
97771,15796
50492,2945
6511,4030
16896,7042
158490,6172
62482,7705
9300,2489
18101,2426
150372,11197
17315,13870
166151,1652
180767,2559
75325,13455
151268,12156
5427,9371
52228,14315
85089,2817
118667,8835
19589,11242
73011,14950
42369,7787
36777,15559
856,5493
38782,3444
15007,13269
53511,2804
115872,15243
134046,5546
88743,8029
111016,13136
7845,12088
17315,11817
71668,12634
23127,451
117026,3458
164353,16875
174610,15014
142682,15814
21004,14084
4387,1557
55003,17824
64576,8137
21004,8238
173752,16737
82408,10470
82408,12489
5427,17142
103240,14590
16057,8178
75889,15390
127422,7620
57822,3410
42369,1170
4417,14059
37411,2968
64576,4685
48235,11895
126095,7628
886,10201
115988,4319
26808,1260
53896,11597
133183,6879
123369,4978
74355,4368
158503,6148
72731,10119
130461,7167
75325,11071
62482,6723
56121,8904
73011,7585
79918,5429
136269,4519
32896,139
132740,6179
66800,11096
38336,11597
56416,9811
179567,7739
32890,6172
63684,12767
56449,5428
4822,1278
169866,10656
104856,12172
61180,8352
101402,6121
56449,8352
159403,3301
6606,3296
56963,18057
50492,13489
54802,17683
43621,12158
74153,4822
165979,777
68195,18300
89934,9445
170564,16373
135479,8835
132740,584
126649,7582
165885,7970
32723,8037
118667,4983
90456,11735
6511,16447
127865,5613
174805,10868
103240,6436
74355,11608
164353,18290
160027,7050
176054,3370
104856,1995
92217,16048
4387,2559
15007,11865
118203,16601
73011,11043
176563,14975
143122,3551
12061,13115
38336,17328
5427,3289
75889,12764
29458,7452
121711,2317
167015,8989
43143,5837
140540,1867
65585,2062
89934,9829
144825,14894
1083,13623
167015,474
90456,6805
168538,16545
103240,13142
117026,8632
61180,14293
20033,623
54770,6481
12508,4323
9300,1284
91059,13471
6606,17156
141042,3461
117799,8319
79918,14890
146163,11102
127685,15438
153625,8277
17583,15884
64576,954
146575,5434
47250,17696
90456,1341
164680,3158
29703,2742
65585,4010
5425,13348
143122,3890
56449,3199
105545,10799
115988,7568
133183,7298
179940,7038
176563,18208
25558,13183
153625,8115
132740,6641
59499,7653
29703,12831
121597,9963
103112,2234
117026,10002
146575,2554
37709,14038
61583,8249
144522,10183
56416,10023
174805,5307
144707,6014
104856,6116
79918,1742
55003,4092
19589,9495
42369,17561
164036,398
73011,15346
51110,5179
28058,3204
68527,10438
150372,16079
135479,9990
124784,1524
126095,413
90456,14931
144522,1737
54770,15760
116287,6840
127865,2520
176054,17091
37411,822
42865,12798
69552,6092
75889,9993
75325,3737
126095,6142
16896,16820
6511,5661
37709,15372
144522,6830
19589,13144
74355,3924
152780,6902
103112,12527
15880,14221
53896,7376
173920,8107
52695,6704
60530,7078
169321,3206
141303,3162
51159,7976
9449,7797
37709,5197
118203,5960
77238,12598
104346,9439
133183,10228
61180,15364
79918,3527
120404,16314
85093,6405
29458,6228
167414,1203
146163,12995
32890,12831
79918,2301
117229,12718
169581,6531
6952,1332
75889,13663
15007,9974
85089,9728
16896,12508
17583,6087
127865,13305
10490,4497
120851,13552
28058,2962
161127,1859
137311,10589
168538,9946
32723,10074
177065,11364
18087,15508
118203,15046
160027,18057
56449,3998
116168,16776
139448,10833
118044,17709
169321,17836
6511,2261
61239,10128
176054,10657
167414,5735
115988,18098
12508,9679
115988,7643
12508,1230
53896,15119
164084,3041
32896,14156
144825,1926
73011,2743
886,14976
142682,1067
4606,10943
72731,259
102070,8544
139582,2320
179567,13985
23127,16375
164036,14368
117026,8268
92860,14682
54770,17968
128164,14036
71668,14637
77993,12974
150372,13465
52695,14244
26085,7653
4606,11383
4606,10969
177065,9155
108028,5767
150372,16874
65424,3940
147969,16892
152780,4018
147893,12707
25558,5948
116287,1853
142682,16628
117799,8617
53584,11079
118044,17197
139785,11107
143122,9294
88743,594
38782,8627
179600,14506
6952,17
128164,14354
173920,17485
50492,6752
57893,10935
16896,2681
18087,17612
57893,4926
11931,679
16057,4792
54770,1923
143122,8154
61325,14769
9300,18188
117799,15382
69552,16506
32662,66
176054,6749
141042,13555
139448,14183
168763,7453
116391,13674
8970,9887
119522,17182
97096,16903
105545,5151
58447,739
154485,1760
139448,11364
17583,6578
91059,17655
180767,15979
69552,2361
15880,664
142682,7022
159403,10338
42865,4687
174805,12408
135479,8985
61583,8001
856,1548
177065,7035
66800,8220
97096,16110
28058,5192
53584,16209
9995,14319
165979,1958
131279,66
8970,5101
38336,15160
56121,16569
127422,12846
145654,13078
104346,16145
91059,18203
31493,9634
179940,4752
63684,16079
24340,17628
173920,17299
119536,7122
61180,9940
5427,7128
174805,2357
146058,5299
102070,8132
164084,8731
181989,14813
856,13682
62482,1031
73011,18135
179567,8194
106501,2596
180767,2117
115872,13562
153625,7626
886,18021
28058,15912
57822,14861
120404,10829
9449,6166
52228,4404
51110,9949
4606,7101
116287,2511
106681,4368
137311,1910
104346,13266
32662,4926
19436,11343
8970,6580
164084,16974
167015,9646
17583,13960
164680,15897
146058,15186
169321,13959
176563,2845
60295,8179
43621,3874
4417,17372
126649,8319
124784,9988
154485,3826
9400,16001
6606,10286
70330,5207
182827,668
104856,7451
97771,12339
92217,3747
137311,1279
59499,14883
62482,15041
179940,9852
68195,14564
81597,7322
113974,17900
173920,10235
26085,3968
55003,1793
166151,4752
91173,15676
44355,12149
42369,6869
77238,16016
16896,16079
27376,2425
104346,13444
75325,9413
127422,8867
58259,7040
17302,13612
32662,8444
117392,1959
178121,5211
20033,4624
856,1826
78862,13100
180767,2041
19436,8016
6606,1956
74355,15488
32896,10406
74153,16734
151325,9140
59499,12414
71668,8016
169866,4167
20033,13062
166151,8049
32723,2825
59499,10459
65424,8474
168538,4085
79918,6822
69552,8633
38782,6720
117799,5772
181989,16554
92217,3124
147815,3498
9995,18009
173996,8869
141042,3001
182827,2069
147815,16698
21004,4103
85089,15697
10490,15520
64576,5321
147893,15480
106681,12765
42369,9887
119522,6300
161127,6815
15880,7449
117026,4824
127865,13712
141303,9841
72731,9125
106681,604
150372,9094
177065,7867
111016,1989
121597,10418
32723,15540
82408,7276
111016,10591
111931,9707
165885,10631
115988,14169
116287,8623
19589,2062
146163,10324
36777,12086
53896,1015
42369,16887
176054,7217
28058,14931
20033,14089
153625,570
26085,9635
66704,389
116287,10533
165885,229
179600,14747
158503,5321
132740,6928
74355,17102
97771,2932
59499,11901
167015,12712
61325,2781
53511,15494
44355,3477
143122,2700
17315,16242
166151,10218
61180,3684
135534,10811
97096,16916
38782,7827
92860,13877
164036,15395
47250,11677
179567,10929
133183,15843
126649,4621
121597,9905
135534,7407
5425,8821
77238,1994
9995,13654
56963,7625
