cid_model,pid_model,label
56963,14400,1
56963,6828,1
56963,9800,1
56963,15255,1
56963,4898,1
56963,15462,1
56963,10797,1
56963,5282,1
56963,9044,1
56963,16361,1
56963,3258,1
56963,16957,1
56963,17192,1
56963,16365,1
56963,14657,1
56963,12237,1
56963,10734,1
56963,1983,1
56963,1418,1
56963,17362,1
56963,16699,1
56963,14816,1
56963,15047,1
56963,17735,1
56963,6286,1
56963,593,1
56963,11710,1
56963,12718,1
56963,395,1
56963,2457,1
56963,12285,1
56963,703,1
56963,15500,1
56963,12915,1
56963,4029,1
56963,3877,1
56963,6785,1
56963,15819,1
56963,12145,1
56963,4363,1
56963,13682,1
56963,365,1
56963,14771,1
56963,1725,1
56963,3155,1
56963,11893,1
56963,14476,1
56963,8508,1
56963,8324,1
56963,16324,1
56963,4250,1
56963,10928,1
56963,2216,1
56963,17739,1
56963,2682,1
56963,17452,1
56963,15015,1
56963,1774,1
56963,3703,1
56963,11406,1
56963,15522,1
56963,5614,1
56963,2915,1
56963,8591,1
56963,2944,1
56963,5029,1
56963,11803,1
56963,14032,1
56963,6886,1
56963,234,1
56963,14017,1
56963,12529,1
56963,6576,1
56963,4724,1
56963,11884,1
56963,3119,1
56963,661,1
56963,3496,1
56963,10992,1
56963,4621,1
56963,4989,1
56963,14038,1
56963,10959,1
56963,15528,1
56963,12973,1
56963,14573,1
56963,7705,1
56963,16877,1
56963,15587,1
56963,1029,1
56963,1196,1
56963,1748,1
56963,15825,1
56963,15879,1
56963,14545,1
56963,17024,1
56963,8374,1
56963,7294,1
56963,17014,1
56963,16517,1
56963,3727,1
56963,13059,1
56963,17797,1
56963,2710,1
56963,15994,1
56963,1770,1
56963,12258,1
56963,3080,1
56963,8396,1
56963,5928,1
56963,9301,1
56963,14567,1
56963,16870,1
56963,9735,1
56963,14015,1
56963,11615,1
56963,1816,1
56963,6803,1
56963,270,1
56963,8146,1
56963,12710,1
56963,18039,1
56963,6960,1
56963,8954,1
56963,14527,1
56963,5394,1
56963,15524,1
56963,9415,1
56963,9646,1
56963,13082,1
56963,4675,1
56963,13021,1
56963,7770,1
56963,444,1
56963,15659,1
56963,8868,1
56963,1808,1
56963,15546,1
56963,12751,1
56963,2051,1
56963,2543,1
56963,362,1
56963,713,1
56963,14711,1
56963,16239,1
56963,7164,1
56963,31,1
56963,13218,1
56963,5596,1
56963,14376,1
56963,4862,1
56963,15892,1
56963,11041,1
56963,6690,1
56963,671,1
56963,4674,1
56963,4824,1
56963,14540,1
153625,16453,1
153625,11807,1
153625,13868,1
153625,9097,1
153625,17129,1
10490,15163,1
10490,7017,1
10490,9116,1
10490,9327,1
10490,6286,1
10490,17896,1
10490,1748,1
10490,14567,1
173996,15477,1
173996,10149,1
173996,18210,1
173996,3231,1
173996,13416,1
173996,736,1
173996,315,1
173996,15882,1
173996,13746,1
173996,15769,1
173996,16914,1
173996,10797,1
173996,11904,1
173996,6286,1
173996,3877,1
173996,12054,1
173996,1748,1
173996,6749,1
173996,14015,1
173996,15557,1
173996,3789,1
65424,10149,1
65424,1659,1
65424,17055,1
65424,9327,1
65424,6194,1
65424,14002,1
65424,11884,1
65424,9415,1
65424,4675,1
18101,9939,1
18101,14562,1
18101,12356,1
18101,10833,1
18101,2690,1
18101,3604,1
18101,15807,1
18101,12509,1
18101,10338,1
18101,2843,1
18101,513,1
18101,13095,1
18101,988,1
18101,5193,1
18101,4305,1
18101,10511,1
18101,10756,1
18101,13081,1
18101,3949,1
18101,5739,1
18101,1432,1
18101,17937,1
18101,902,1
18101,1082,1
18101,6075,1
18101,9330,1
18101,14615,1
18101,6383,1
18101,5746,1
18101,17148,1
18101,17855,1
18101,15851,1
18101,9416,1
18101,14947,1
18101,11718,1
18101,7549,1
18101,13377,1
18101,12275,1
18101,6959,1
18101,8092,1
18101,6425,1
18101,693,1
18101,3149,1
18101,12708,1
18101,16981,1
18101,874,1
18101,14168,1
18101,6555,1
18101,8346,1
18101,6054,1
18101,17557,1
18101,15555,1
18101,16571,1
18101,2962,1
18101,6750,1
18101,4332,1
18101,3442,1
18101,14290,1
18101,3153,1
18101,426,1
18101,15318,1
18101,10686,1
18101,9433,1
18101,5664,1
18101,9785,1
18101,17456,1
18101,9817,1
18101,13959,1
18101,4146,1
18101,15188,1
18101,4058,1
18101,8089,1
18101,12318,1
18101,7970,1
18101,18211,1
18101,4841,1
18101,13746,1
18101,6962,1
18101,1965,1
18101,9795,1
18101,17968,1
18101,11187,1
18101,16672,1
18101,469,1
18101,17289,1
18101,15747,1
18101,11224,1
18101,17686,1
18101,2187,1
18101,12632,1
18101,10557,1
18101,16502,1
18101,11581,1
18101,10352,1
18101,9691,1
18101,7062,1
18101,3816,1
18101,8408,1
18101,8043,1
18101,17414,1
18101,8400,1
18101,14807,1
18101,7559,1
18101,11753,1
18101,4915,1
18101,12725,1
18101,6661,1
18101,4112,1
18101,16871,1
18101,10687,1
18101,12091,1
18101,13227,1
18101,3076,1
18101,12638,1
18101,491,1
18101,11063,1
18101,7884,1
18101,9009,1
18101,13875,1
18101,9304,1
18101,1269,1
18101,1170,1
18101,14541,1
18101,1171,1
18101,18184,1
18101,4398,1
18101,14931,1
18101,5688,1
18101,8105,1
18101,4876,1
18101,11093,1
18101,223,1
18101,3744,1
18101,14743,1
18101,6580,1
18101,9439,1
18101,14915,1
18101,15060,1
18101,16905,1
18101,5358,1
18101,11847,1
18101,12529,1
18101,13896,1
18101,9043,1
18101,8661,1
18101,393,1
18101,10643,1
18101,7090,1
18101,13378,1
18101,10919,1
18101,16422,1
18101,4581,1
18101,106,1
18101,8537,1
18101,16513,1
18101,10901,1
18101,17638,1
18101,1603,1
18101,3188,1
18101,954,1
18101,12746,1
18101,14011,1
18101,731,1
18101,12731,1
18101,8373,1
18101,8013,1
18101,6988,1
18101,6818,1
18101,1084,1
18101,10656,1
18101,9822,1
18101,15524,1
18101,12244,1
18101,11112,1
18101,10245,1
18101,3783,1
18101,1271,1
18101,3983,1
18101,9713,1
18101,10568,1
18101,6338,1
18101,3019,1
18101,5979,1
18101,13943,1
18101,17796,1
18101,7620,1
18101,6296,1
18101,8215,1
18101,9790,1
18101,8495,1
18101,4022,1
18101,1445,1
18101,15222,1
18101,1451,1
18101,15081,1
18101,11102,1
18101,10689,1
18101,11626,1
18101,16973,1
18101,313,1
102070,10149,1
102070,1257,1
102070,6177,1
102070,13082,1
60840,5455,1
60840,12997,1
60840,9730,1
60840,16914,1
60840,13082,1
60295,9939,1
60295,14562,1
60295,12356,1
60295,10833,1
60295,2690,1
60295,3604,1
60295,15807,1
60295,12509,1
60295,10338,1
60295,2843,1
60295,513,1
60295,13095,1
60295,988,1
60295,5193,1
60295,4305,1
60295,10511,1
60295,10756,1
60295,13081,1
60295,3949,1
60295,5739,1
60295,1432,1
60295,17937,1
60295,902,1
60295,1082,1
60295,6075,1
60295,9330,1
60295,14615,1
60295,6383,1
60295,5746,1
60295,17148,1
60295,17855,1
60295,15851,1
60295,9416,1
60295,11718,1
60295,7549,1
60295,13377,1
60295,12275,1
60295,6959,1
60295,8092,1
60295,6425,1
60295,693,1
60295,3149,1
60295,12708,1
60295,16981,1
60295,874,1
60295,14168,1
60295,6555,1
60295,8346,1
60295,6054,1
60295,17557,1
60295,15555,1
60295,16571,1
60295,2962,1
60295,6750,1
60295,4332,1
60295,3442,1
60295,14290,1
60295,3153,1
60295,426,1
60295,15318,1
60295,10686,1
60295,9433,1
60295,5664,1
60295,9785,1
60295,17456,1
60295,9817,1
60295,13959,1
60295,4146,1
60295,15188,1
60295,4058,1
60295,8089,1
60295,12318,1
60295,7970,1
60295,18211,1
60295,4841,1
60295,13746,1
60295,6962,1
60295,1965,1
60295,9795,1
60295,17968,1
60295,11187,1
60295,16672,1
60295,469,1
60295,17289,1
60295,15747,1
60295,11224,1
60295,17686,1
60295,2187,1
60295,12632,1
60295,10557,1
60295,16502,1
60295,10352,1
60295,9691,1
60295,7062,1
60295,3816,1
60295,8408,1
60295,8043,1
60295,17414,1
60295,8400,1
60295,14807,1
60295,7559,1
60295,11753,1
60295,4915,1
60295,12725,1
60295,6661,1
60295,4112,1
60295,16871,1
60295,10687,1
60295,12091,1
60295,13227,1
60295,3076,1
60295,12638,1
60295,491,1
60295,11063,1
60295,7884,1
60295,9009,1
60295,13875,1
60295,9304,1
60295,1269,1
60295,1170,1
60295,14541,1
60295,1171,1
60295,18184,1
60295,4398,1
60295,14931,1
60295,5688,1
60295,8105,1
60295,4876,1
60295,11093,1
60295,223,1
60295,3744,1
60295,14743,1
60295,6580,1
60295,9439,1
60295,14915,1
60295,15060,1
60295,16905,1
60295,5358,1
60295,11847,1
60295,12529,1
60295,13896,1
60295,9043,1
60295,8661,1
60295,393,1
60295,10643,1
60295,7090,1
60295,13378,1
60295,10919,1
60295,16422,1
60295,4581,1
60295,106,1
60295,8537,1
60295,16513,1
60295,10901,1
60295,17638,1
60295,1603,1
60295,3188,1
60295,954,1
60295,12746,1
60295,731,1
60295,12731,1
60295,8373,1
60295,8013,1
60295,6988,1
60295,6818,1
60295,1084,1
60295,10656,1
60295,9822,1
60295,15524,1
60295,12244,1
60295,11112,1
60295,10245,1
60295,3783,1
60295,1271,1
60295,3983,1
60295,9713,1
60295,10568,1
60295,6338,1
60295,3019,1
60295,5979,1
60295,13943,1
60295,17796,1
60295,7620,1
60295,6296,1
60295,8215,1
60295,9790,1
60295,8495,1
60295,4022,1
60295,1445,1
60295,15222,1
60295,1451,1
60295,15081,1
60295,11102,1
60295,10689,1
60295,11626,1
60295,16973,1
60295,313,1
173747,16746,1
173747,6687,1
173747,7549,1
173747,6194,1
173747,18187,1
173747,18059,1
173747,6677,1
173747,8039,1
173747,12843,1
173747,15179,1
70330,9939,1
70330,9881,1
70330,9810,1
70330,5520,1
70330,11720,1
70330,14562,1
70330,2557,1
70330,17790,1
70330,12356,1
70330,15955,1
70330,10833,1
70330,17331,1
70330,6077,1
70330,9039,1
70330,12650,1
70330,4934,1
70330,2690,1
70330,3604,1
70330,15807,1
70330,8197,1
70330,8982,1
70330,12509,1
70330,5051,1
70330,13489,1
70330,10338,1
70330,4596,1
70330,16811,1
70330,2843,1
70330,513,1
70330,8869,1
70330,13095,1
70330,988,1
70330,17753,1
70330,18210,1
70330,5193,1
70330,17075,1
70330,15110,1
70330,4305,1
70330,9947,1
70330,10511,1
70330,411,1
70330,1345,1
70330,10756,1
70330,13081,1
70330,3949,1
70330,5739,1
70330,2848,1
70330,7886,1
70330,1432,1
70330,17937,1
70330,902,1
70330,6687,1
70330,1082,1
70330,11995,1
70330,6075,1
70330,9330,1
70330,16762,1
70330,2037,1
70330,941,1
70330,14615,1
70330,6383,1
70330,5746,1
70330,17148,1
70330,17008,1
70330,3089,1
70330,5580,1
70330,17855,1
70330,15851,1
70330,17836,1
70330,9416,1
70330,8907,1
70330,13738,1
70330,8353,1
70330,4524,1
70330,11542,1
70330,13416,1
70330,4337,1
70330,17373,1
70330,6371,1
70330,11718,1
70330,7549,1
70330,10814,1
70330,13377,1
70330,9294,1
70330,12275,1
70330,6959,1
70330,10107,1
70330,8092,1
70330,8166,1
70330,14421,1
70330,11721,1
70330,9030,1
70330,6305,1
70330,5814,1
70330,15309,1
70330,6425,1
70330,2921,1
70330,693,1
70330,8910,1
70330,13441,1
70330,8694,1
70330,8073,1
70330,1444,1
70330,2287,1
70330,10912,1
70330,12274,1
70330,7629,1
70330,9135,1
70330,3149,1
70330,12708,1
70330,11357,1
70330,11577,1
70330,728,1
70330,16981,1
70330,874,1
70330,437,1
70330,14168,1
70330,6555,1
70330,15882,1
70330,8346,1
70330,10737,1
70330,13106,1
70330,6054,1
70330,17557,1
70330,15555,1
70330,12537,1
70330,16571,1
70330,2962,1
70330,16142,1
70330,6750,1
70330,4332,1
70330,3442,1
70330,16761,1
70330,9160,1
70330,11676,1
70330,14290,1
70330,3153,1
70330,426,1
70330,15318,1
70330,10686,1
70330,5584,1
70330,121,1
70330,11596,1
70330,9433,1
70330,5664,1
70330,9785,1
70330,2847,1
70330,2196,1
70330,15298,1
70330,17456,1
70330,9586,1
70330,5021,1
70330,6107,1
70330,9817,1
70330,3221,1
70330,18292,1
70330,13959,1
70330,12050,1
70330,4146,1
70330,18187,1
70330,15188,1
70330,4058,1
70330,3040,1
70330,6695,1
70330,3911,1
70330,10267,1
70330,3368,1
70330,1691,1
70330,4339,1
70330,9866,1
70330,8089,1
70330,5733,1
70330,13476,1
70330,13868,1
70330,12318,1
70330,7970,1
70330,11225,1
70330,18211,1
70330,9968,1
70330,4841,1
70330,1870,1
70330,4131,1
70330,15919,1
70330,14850,1
70330,13746,1
70330,1272,1
70330,6962,1
70330,1965,1
70330,9396,1
70330,1137,1
70330,9795,1
70330,17968,1
70330,2474,1
70330,11187,1
70330,16672,1
70330,469,1
70330,7169,1
70330,15373,1
70330,2470,1
70330,10764,1
70330,7398,1
70330,5326,1
70330,17289,1
70330,15747,1
70330,13178,1
70330,11224,1
70330,17686,1
70330,11315,1
70330,3682,1
70330,14564,1
70330,2187,1
70330,11518,1
70330,12632,1
70330,2515,1
70330,10557,1
70330,2336,1
70330,16502,1
70330,13776,1
70330,11629,1
70330,2774,1
70330,11581,1
70330,10352,1
70330,8082,1
70330,9691,1
70330,12904,1
70330,18298,1
70330,7062,1
70330,6617,1
70330,10797,1
70330,6793,1
70330,3816,1
70330,8408,1
70330,11660,1
70330,8043,1
70330,17414,1
70330,2895,1
70330,8400,1
70330,14807,1
70330,7559,1
70330,11753,1
70330,5489,1
70330,4130,1
70330,4915,1
70330,12725,1
70330,6661,1
70330,4112,1
70330,16871,1
70330,10687,1
70330,12091,1
70330,11321,1
70330,13227,1
70330,2401,1
70330,3076,1
70330,14212,1
70330,2882,1
70330,11904,1
70330,9625,1
70330,12638,1
70330,15348,1
70330,16606,1
70330,14816,1
70330,593,1
70330,11710,1
70330,13499,1
70330,4481,1
70330,11771,1
70330,3380,1
70330,491,1
70330,11063,1
70330,7884,1
70330,4912,1
70330,8436,1
70330,13944,1
70330,9009,1
70330,13875,1
70330,9304,1
70330,1269,1
70330,1170,1
70330,12145,1
70330,9097,1
70330,14541,1
70330,8981,1
70330,12851,1
70330,16974,1
70330,1171,1
70330,18184,1
70330,4398,1
70330,14931,1
70330,8993,1
70330,5688,1
70330,8105,1
70330,4876,1
70330,6677,1
70330,11093,1
70330,223,1
70330,3744,1
70330,6996,1
70330,13099,1
70330,14743,1
70330,13810,1
70330,6580,1
70330,11281,1
70330,16268,1
70330,9439,1
70330,14915,1
70330,15060,1
70330,16905,1
70330,5358,1
70330,11847,1
70330,12529,1
70330,2258,1
70330,11360,1
70330,16378,1
70330,4381,1
70330,13896,1
70330,9043,1
70330,7582,1
70330,15749,1
70330,8661,1
70330,393,1
70330,17129,1
70330,14038,1
70330,10643,1
70330,7090,1
70330,13378,1
70330,10919,1
70330,16422,1
70330,11404,1
70330,4581,1
70330,5169,1
70330,2011,1
70330,6179,1
70330,106,1
70330,1029,1
70330,8782,1
70330,7852,1
70330,3602,1
70330,14945,1
70330,4973,1
70330,6826,1
70330,8537,1
70330,404,1
70330,16513,1
70330,10901,1
70330,17638,1
70330,1603,1
70330,10126,1
70330,7451,1
70330,3188,1
70330,7837,1
70330,3367,1
70330,9446,1
70330,954,1
70330,12746,1
70330,8039,1
70330,9301,1
70330,12503,1
70330,13439,1
70330,13751,1
70330,4431,1
70330,10688,1
70330,731,1
70330,13902,1
70330,12731,1
70330,8373,1
70330,8013,1
70330,6988,1
70330,6818,1
70330,1084,1
70330,10656,1
70330,17766,1
70330,17011,1
70330,11793,1
70330,14724,1
70330,9822,1
70330,5741,1
70330,15524,1
70330,12244,1
70330,11781,1
70330,9750,1
70330,9363,1
70330,4191,1
70330,1351,1
70330,17672,1
70330,11112,1
70330,4057,1
70330,10245,1
70330,6913,1
70330,3783,1
70330,1271,1
70330,3983,1
70330,9713,1
70330,10568,1
70330,6338,1
70330,18026,1
70330,444,1
70330,11770,1
70330,15546,1
70330,3019,1
70330,5979,1
70330,12251,1
70330,12751,1
70330,1799,1
70330,13943,1
70330,4906,1
70330,17796,1
70330,11998,1
70330,31,1
70330,10841,1
70330,7620,1
70330,6296,1
70330,8215,1
70330,9790,1
70330,16655,1
70330,17858,1
70330,8495,1
70330,3762,1
70330,604,1
70330,4022,1
70330,1445,1
70330,15222,1
70330,1451,1
70330,15081,1
70330,11102,1
70330,7327,1
70330,10689,1
70330,11626,1
70330,18176,1
70330,16973,1
70330,8139,1
70330,313,1
124784,8982,1
124784,8254,1
19436,14760,1
19436,12203,1
19436,17835,1
19436,5326,1
128041,10315,1
128041,2847,1
128041,190,1
128041,1851,1
128041,14015,1
58447,9195,1
58447,5326,1
58447,5608,1
58447,6294,1
15007,12779,1
15007,13682,1
159403,15192,1
159403,5468,1
159403,6913,1
159403,10841,1
79963,9192,1
79963,10158,1
79963,13725,1
79963,6194,1
79963,3459,1
167015,15578,1
118203,4637,1
118203,1315,1
118203,8254,1
118203,13416,1
118203,9730,1
118203,9024,1
118203,1045,1
118203,6194,1
118203,15882,1
118203,199,1
118203,3924,1
118203,14684,1
118203,11904,1
118203,17362,1
118203,1267,1
97995,10149,1
97995,5017,1
97995,15235,1
43143,10149,1
43143,5580,1
43143,2847,1
43143,10797,1
43143,14816,1
75889,586,1
75889,24,1
75889,3143,1
75889,4284,1
75889,10149,1
75889,718,1
75889,17331,1
75889,15163,1
75889,12073,1
75889,997,1
75889,10216,1
75889,10335,1
75889,1472,1
75889,12553,1
75889,9843,1
75889,4518,1
75889,8197,1
75889,9192,1
75889,13090,1
75889,5051,1
75889,4585,1
75889,6778,1
75889,7049,1
75889,5193,1
75889,5777,1
75889,4305,1
75889,8953,1
75889,16124,1
75889,5255,1
75889,17087,1
75889,10544,1
75889,5580,1
75889,8254,1
75889,4883,1
75889,17054,1
75889,7322,1
75889,13707,1
75889,17721,1
75889,6959,1
75889,17055,1
75889,13239,1
75889,13520,1
75889,5876,1
75889,5194,1
75889,9327,1
75889,315,1
75889,2287,1
75889,1045,1
75889,6194,1
75889,9248,1
75889,14691,1
75889,7040,1
75889,8818,1
75889,3942,1
75889,17534,1
75889,13897,1
75889,9785,1
75889,2847,1
75889,12612,1
75889,18187,1
75889,5275,1
75889,8744,1
75889,18211,1
75889,1870,1
75889,15919,1
75889,13746,1
75889,1505,1
75889,11055,1
75889,5326,1
75889,5510,1
75889,3924,1
75889,12904,1
75889,1480,1
75889,9800,1
75889,4898,1
75889,14617,1
75889,11904,1
75889,593,1
75889,15421,1
75889,13147,1
75889,3877,1
75889,9143,1
75889,16618,1
75889,13351,1
75889,16249,1
75889,16844,1
75889,13682,1
75889,4085,1
75889,11125,1
75889,7309,1
75889,11330,1
75889,2216,1
75889,223,1
75889,5591,1
75889,5029,1
75889,12564,1
75889,16378,1
75889,4381,1
75889,11884,1
75889,8799,1
75889,17437,1
75889,10959,1
75889,9695,1
75889,115,1
75889,1029,1
75889,1748,1
75889,16517,1
75889,17764,1
75889,11163,1
75889,1770,1
75889,5586,1
75889,8039,1
75889,14015,1
75889,11900,1
75889,2591,1
75889,2111,1
75889,6803,1
75889,15524,1
75889,12244,1
75889,13926,1
75889,9750,1
75889,6913,1
75889,17082,1
75889,1808,1
75889,3019,1
75889,831,1
75889,11969,1
75889,11998,1
75889,16239,1
75889,31,1
75889,12443,1
75889,1443,1
75889,6624,1
75889,10605,1
75889,12239,1
20033,14760,1
20033,14836,1
20033,9034,1
20033,17055,1
20033,315,1
20033,15882,1
20033,2365,1
20033,1480,1
20033,16957,1
20033,2216,1
20033,1029,1
146575,4681,1
146575,16187,1
146575,12118,1
146575,4284,1
146575,6592,1
146575,3974,1
146575,15477,1
146575,10149,1
146575,15163,1
146575,10216,1
146575,14611,1
146575,4145,1
146575,12553,1
146575,4934,1
146575,15859,1
146575,10709,1
146575,9584,1
146575,9192,1
146575,17311,1
146575,2185,1
146575,5455,1
146575,3826,1
146575,17475,1
146575,17850,1
146575,6778,1
146575,12997,1
146575,8869,1
146575,6807,1
146575,15123,1
146575,15376,1
146575,13744,1
146575,13950,1
146575,8345,1
146575,3208,1
146575,13170,1
146575,17148,1
146575,5580,1
146575,5411,1
146575,3088,1
146575,3721,1
146575,17054,1
146575,5450,1
146575,17901,1
146575,3278,1
146575,736,1
146575,18270,1
146575,9464,1
146575,18224,1
146575,7185,1
146575,11110,1
146575,9012,1
146575,13827,1
146575,12628,1
146575,17055,1
146575,6414,1
146575,5194,1
146575,9327,1
146575,8040,1
146575,315,1
146575,14354,1
146575,15177,1
146575,7629,1
146575,15085,1
146575,6194,1
146575,16981,1
146575,3387,1
146575,15882,1
146575,12322,1
146575,8259,1
146575,13325,1
146575,5311,1
146575,2847,1
146575,17763,1
146575,9099,1
146575,17835,1
146575,5275,1
146575,3040,1
146575,7244,1
146575,13689,1
146575,6039,1
146575,15919,1
146575,13746,1
146575,5326,1
146575,1526,1
146575,16732,1
146575,5510,1
146575,8927,1
146575,16914,1
146575,5017,1
146575,11581,1
146575,9800,1
146575,10797,1
146575,5282,1
146575,10173,1
146575,7120,1
146575,16957,1
146575,6285,1
146575,12237,1
146575,9389,1
146575,14002,1
146575,5329,1
146575,17362,1
146575,13051,1
146575,14816,1
146575,11710,1
146575,11771,1
146575,2457,1
146575,12532,1
146575,3877,1
146575,7109,1
146575,15819,1
146575,1594,1
146575,14771,1
146575,4052,1
146575,3520,1
146575,17739,1
146575,3469,1
146575,1774,1
146575,15522,1
146575,16520,1
146575,11803,1
146575,15733,1
146575,6576,1
146575,2032,1
146575,10930,1
146575,11884,1
146575,8214,1
146575,14038,1
146575,11871,1
146575,15528,1
146575,1029,1
146575,1196,1
146575,1748,1
146575,3051,1
146575,7294,1
146575,18124,1
146575,11988,1
146575,3310,1
146575,8607,1
146575,8817,1
146575,13671,1
146575,9301,1
146575,14015,1
146575,8146,1
146575,8834,1
146575,9415,1
146575,7663,1
146575,980,1
146575,7770,1
146575,10867,1
146575,555,1
146575,15557,1
146575,9141,1
146575,12751,1
146575,307,1
146575,713,1
146575,14711,1
146575,6490,1
146575,7393,1
146575,6294,1
146575,262,1
146575,10914,1
146575,6447,1
146575,4824,1
146575,16973,1
26808,1290,1
26808,9192,1
26808,17311,1
26808,13090,1
26808,4637,1
26808,15376,1
26808,14260,1
26808,17256,1
26808,1315,1
26808,3721,1
26808,736,1
26808,14122,1
26808,9730,1
26808,17055,1
26808,9024,1
26808,9327,1
26808,15085,1
26808,3287,1
26808,9099,1
26808,2219,1
26808,5326,1
26808,15200,1
26808,8927,1
26808,16957,1
26808,14816,1
26808,6286,1
26808,17739,1
26808,15522,1
26808,6576,1
26808,8214,1
26808,7835,1
26808,1029,1
26808,1748,1
26808,17715,1
26808,3727,1
26808,17797,1
26808,5909,1
26808,270,1
26808,6960,1
26808,8868,1
26808,7841,1
15880,6592,1
15880,10149,1
15880,381,1
15880,10443,1
15880,18113,1
15880,4518,1
15880,5051,1
15880,6778,1
15880,7322,1
15880,17373,1
15880,17055,1
15880,2830,1
15880,9327,1
15880,315,1
15880,15177,1
15880,11600,1
15880,15878,1
15880,13325,1
15880,9801,1
15880,5326,1
15880,2445,1
15880,3258,1
15880,16408,1
15880,5329,1
15880,12532,1
15880,703,1
15880,14577,1
15880,173,1
15880,5029,1
15880,6576,1
15880,11884,1
15880,11871,1
15880,16877,1
15880,14457,1
15880,11695,1
15880,5751,1
15880,5909,1
15880,13082,1
15880,13231,1
15880,14711,1
15880,7393,1
56449,6592,1
56449,140,1
56449,15477,1
56449,1290,1
56449,256,1
56449,1353,1
56449,10335,1
56449,4934,1
56449,10457,1
56449,13090,1
56449,7458,1
56449,17475,1
56449,4637,1
56449,9981,1
56449,17612,1
56449,17566,1
56449,12313,1
56449,5580,1
56449,2990,1
56449,11617,1
56449,736,1
56449,9464,1
56449,6337,1
56449,16041,1
56449,18011,1
56449,6194,1
56449,15882,1
56449,13325,1
56449,5534,1
56449,11499,1
56449,7420,1
56449,16338,1
56449,5326,1
56449,1526,1
56449,16597,1
56449,3924,1
56449,1480,1
56449,1696,1
56449,6944,1
56449,16957,1
56449,5329,1
56449,17362,1
56449,7513,1
56449,9964,1
56449,15522,1
56449,7532,1
56449,11884,1
56449,3119,1
56449,8214,1
56449,4318,1
56449,11871,1
56449,15528,1
56449,17715,1
56449,1770,1
56449,12710,1
56449,7519,1
56449,6177,1
56449,362,1
56449,713,1
56449,16176,1
56449,7393,1
56449,9016,1
56449,12239,1
169321,6592,1
169321,16782,1
169321,13325,1
169321,2851,1
169321,5329,1
169321,14816,1
169321,11871,1
169321,6177,1
169321,7393,1
92860,15525,1
92860,11281,1
32896,10149,1
32896,18196,1
32896,16321,1
32896,9327,1
32896,5326,1
32896,9044,1
32896,12914,1
32896,10606,1
32896,1748,1
32896,4330,1
5425,6736,1
5425,569,1
5425,17017,1
5425,7840,1
5425,3050,1
5425,13198,1
5425,9063,1
5425,14197,1
173920,17532,1
173920,91,1
1083,1804,1
1083,12319,1
1083,14164,1
31718,6800,1
31718,9446,1
139448,15911,1
139448,17012,1
139448,15192,1
139448,13747,1
139448,8996,1
139448,5468,1
57815,15477,1
57815,8943,1
57815,15376,1
57815,1299,1
57815,736,1
57815,7549,1
57815,315,1
57815,15309,1
57815,7629,1
57815,17558,1
57815,6194,1
57815,2847,1
57815,13868,1
57815,15919,1
57815,1272,1
57815,13442,1
57815,9097,1
57815,10336,1
57815,12529,1
57815,18052,1
57815,8214,1
57815,17129,1
57815,15528,1
57815,17478,1
57815,12503,1
57815,4431,1
57815,18026,1
57815,14665,1
57815,15546,1
57815,713,1
57815,10841,1
144707,17955,1
144707,4284,1
144707,15477,1
144707,16790,1
144707,4054,1
144707,18113,1
144707,4934,1
144707,2711,1
144707,13967,1
144707,13750,1
144707,17087,1
144707,8254,1
144707,4883,1
144707,736,1
144707,6275,1
144707,1308,1
144707,17055,1
144707,315,1
144707,2872,1
144707,15889,1
144707,12612,1
144707,13831,1
144707,7686,1
144707,2487,1
144707,2219,1
144707,11373,1
144707,5445,1
144707,5326,1
144707,9988,1
144707,12448,1
144707,1892,1
144707,17319,1
144707,255,1
144707,4625,1
144707,5052,1
144707,16025,1
144707,12067,1
144707,6286,1
144707,3790,1
144707,3877,1
144707,4363,1
144707,13682,1
144707,14476,1
144707,7427,1
144707,2915,1
144707,14038,1
144707,7991,1
144707,13996,1
144707,16845,1
144707,12454,1
144707,3051,1
144707,145,1
144707,17024,1
144707,8374,1
144707,17929,1
144707,7860,1
144707,14015,1
144707,2591,1
144707,5909,1
144707,6960,1
144707,14360,1
144707,5730,1
144707,1808,1
144707,6016,1
144707,10401,1
144707,12239,1
139582,9939,1
139582,9881,1
139582,9810,1
139582,5520,1
139582,11720,1
139582,14562,1
139582,2557,1
139582,17790,1
139582,12356,1
139582,15955,1
139582,10833,1
139582,17331,1
139582,6077,1
139582,15163,1
139582,2690,1
139582,3604,1
139582,15807,1
139582,8197,1
139582,12509,1
139582,5051,1
139582,13489,1
139582,10338,1
139582,4596,1
139582,16811,1
139582,2843,1
139582,513,1
139582,8869,1
139582,13095,1
139582,988,1
139582,17753,1
139582,18210,1
139582,5193,1
139582,17075,1
139582,1516,1
139582,15110,1
139582,4305,1
139582,9947,1
139582,10511,1
139582,411,1
139582,1345,1
139582,10756,1
139582,13081,1
139582,3949,1
139582,5739,1
139582,2848,1
139582,7886,1
139582,1432,1
139582,17937,1
139582,902,1
139582,1082,1
139582,6075,1
139582,9330,1
139582,16762,1
139582,2037,1
139582,941,1
139582,14615,1
139582,6383,1
139582,5746,1
139582,17148,1
139582,17008,1
139582,3089,1
139582,5580,1
139582,17855,1
139582,15851,1
139582,17836,1
139582,9416,1
139582,5803,1
139582,4524,1
139582,11542,1
